14.9947	0.652356
13.909	4.69947
14.1213	4.43283
5.49562	4.25296
10.0396	0.892368
16.956	-4.85066
9.7553	-9.43335
4.69665	-8.88298
13.837	-2.3603
12.8986	1.17866
20.3045	-7.34818
15.8267	0.457975
9.32614	0.0036056
9.08782	23.4431
8.78576	24.9686
10.024	0.778206
17.7027	5.94743
17.6235	17.1675
9.31845	3.00784
8.53118	3.81642
4.19853	5.12362
10.1103	4.28747
3.39191	22.4433
8.33811	2.52727
4.09892	-6.90428
-0.048808	18.3837
12.4409	7.9636
11.2196	-5.92339
7.00454	-2.87927
-2.90069	-7.16477
3.78359	2.62118
19.002	0.311225
-1.18288	2.014
18.905	-3.86005
11.282	1.3149
6.42227	1.13178
8.49486	3.72686
14.2656	9.55156
9.84442	16.9905
11.7964	-0.585592
14.6623	18.9053
14.8935	-3.94647
11.3895	-2.52649
6.91593	-7.98533
14.9323	8.03079
2.57405	18.4417
11.102	3.21642
8.34041	8.68215
7.75235	20.0734
9.79199	5.82031
15.5666	14.2066
2.97332	8.07088
8.44464	-1.12029
19.2541	5.33995
9.53615	0.263574
14.1914	-11.7212
0.0231055	9.57955
0.347572	-5.23642
6.86792	3.84047
7.0202	13.5853
-1.07256	3.14045
6.32043	1.89108
14.0478	-10.6187
16.3047	1.39107
15.5889	8.7235
9.90323	-4.08313
2.87629	19.1024
4.80218	2.69238
1.26017	-7.35794
10.9795	0.650599
15.6416	1.81465
7.54761	-19.9433
8.66802	27.3935
8.41753	3.45587
14.5794	2.4687
5.85034	1.80921
14.0774	-1.60494
10.2567	11.4292
7.95284	1.40226
6.28376	13.0592
8.35057	13.009
11.193	13.2154
14.6951	18.1018
-1.31025	-2.06795
8.62775	23.5149
16.7502	0.050527
2.7904	-14.5866
20.109	11.0156
9.5991	-13.354
10.0585	-8.81966
6.26161	1.35649
-1.01565	18.643
6.99152	-19.3384
7.66875	8.05852
8.81805	-1.93531
8.17488	-3.41824
1.8063	15.1764
6.19062	0.0296801
6.62828	27.2472
12.6023	5.5561
6.71543	-10.4202
1.13526	2.53784
12.367	14.9989
9.82979	-19.0078
12.9855	15.4657
9.60838	-5.73602
10.3754	8.27829
4.18157	-1.95047
10.3161	7.21834
3.77633	6.5038
11.536	-0.225565
14.9365	17.1589
11.8356	-5.66725
8.93357	5.17956
1.99525	1.47493
11.1475	7.03557
19.6248	5.94306
11.9926	18.4952
13.8762	-3.39722
9.01777	7.96677
4.22966	12.7071
9.24653	13.4158
3.67969	26.2661
15.4538	6.91462
14.3493	14.9885
13.9081	-5.1341
18.2595	26.6074
12.7312	16.8619
5.78483	5.05807
11.1886	-4.30116
15.106	-5.00098
12.9169	4.65295
16.2328	16.343
-0.428569	0.365482
4.52193	9.27762
8.20153	-1.31248
12.9525	1.16681
11.9893	7.16987
16.5885	17.7417
12.7366	5.00069
16.5113	8.88746
10.3581	1.97757
9.61576	12.373
8.07657	17.2435
6.21014	-9.41228
10.1927	7.18246
11.4376	-2.71319
10.915	13.4434
15.0345	4.50062
1.04216	5.6523
11.557	11.5977
11.3964	-10.3427
8.06525	5.36498
8.09768	-19.2905
21.6802	11.5714
3.78786	13.6022
8.74798	22.3961
2.61808	9.20664
4.39655	27.8128
14.8575	19.7027
13.0183	18.6573
2.33806	19.9537
6.48244	-18.8532
11.982	8.07275
8.22411	12.9408
18.8327	12.2122
15.1516	-9.07759
11.4593	-4.96897
-1.03652	1.85034
12.1234	-11.6478
15.4778	-9.34708
10.4997	17.1405
23.5383	11.3068
8.27829	-7.8503
19.1943	1.16754
12.343	19.2268
15.1352	10.159
8.54283	-3.35996
8.6087	0.279862
4.21137	9.33947
9.71741	5.39704
11.6801	10.3296
10.3156	28.7072
1.84326	1.62463
2.67165	14.4883
9.94637	4.61093
12.7651	-6.61239
2.73022	26.0217
4.76165	5.62461
16.2252	-21.3239
16.5742	7.81733
13.6911	7.79377
-4.71528	5.7741
4.93075	8.51094
13.3329	-1.19799
9.52588	15.1939
14.6456	0.831738
1.73859	5.06477
10.0902	4.20943
6.07171	3.30034
14.6085	5.35757
11.7808	13.6826
9.7831	-12.588
10.5082	6.00196
12.3236	-1.85784
6.16278	4.6276
9.76354	-3.7904
12.4992	-11.8246
5.55634	19.2239
12.3493	4.19251
18.5508	7.74207
6.14695	3.13122
7.64971	15.5661
14.3007	-8.50572
15.1535	-2.83723
11.7862	4.19881
6.89774	1.85611
6.86747	8.3131
4.69726	-7.50572
16.2584	17.1153
16.1812	0.45077
10.2881	-6.88641
13.6473	1.99364
16.2072	0.212954
8.64483	2.48488
10.3874	23.2609
22.022	10.1109
16.4576	26.0168
6.38486	15.6224
14.1597	5.55329
3.95608	-32.9654
5.25974	2.52887
10.54	1.20165
14.4875	6.61025
11.9216	24.7933
8.30212	6.5711
7.92572	-13.2683
11.3642	-7.91428
8.34032	1.68921
8.2158	21.7681
7.42388	13.4347
14.8494	23.4003
16.2875	16.0591
8.97295	-5.89673
9.80476	1.70792
8.9849	13.0855
2.67659	12.3454
11.837	1.06278
12.2706	0.632945
1.94771	25.2143
7.81034	3.09774
7.14638	4.0558
13.3951	3.07618
12.7884	1.27277
2.48092	-21.5269
7.31727	-2.42614
7.33702	3.8586
7.58833	22.7142
13.0868	4.00956
12.4012	5.47422
10.794	-0.844619
5.76	8.85857
-0.707805	14.9576
6.1674	17.6735
7.20388	17.2034
11.0011	27.6099
6.04426	13.2998
13.1	2.63893
22.919	18.5282
9.94935	2.72981
16.8021	4.73354
4.51645	-4.48298
7.08062	11.0168
15.9621	-1.17327
1.1493	8.94199
7.16865	9.04316
13.7269	2.96713
18.5793	-11.1567
10.5085	-9.42823
-0.881757	10.1864
12.3639	16.954
5.65806	15.37
6.55228	-3.02112
10.374	-5.81707
2.17725	7.0121
-1.51762	-13.4296
3.63503	21.891
3.64627	13.7044
11.1085	15.76
19.2869	24.0633
8.33682	9.13012
5.14182	-0.89035
14.6189	6.63059
9.56704	-2.73062
11.8643	-8.5948
3.37141	6.84289
17.7463	0.050702
10.8009	9.39157
13.6101	7.61866
18.6363	4.38401
11.6881	3.52511
6.21498	-4.5125
11.058	14.4579
11.064	5.06322
10.6806	17.9521
5.71097	-13.2778
10.5497	2.14903
14.2476	-4.98417
9.82337	15.0739
6.75884	6.1148
14.3913	34.7663
7.13082	-12.2961
8.40101	3.50218
4.78966	6.73519
9.4953	9.36441
5.52427	-9.83314
16.2778	-6.43158
9.92823	4.32603
8.69311	14.292
16.958	-5.0969
9.75464	-6.86163
13.6472	4.53874
19.2653	3.44061
15.369	4.63467
9.61964	38.9478
17.6277	3.71437
5.34218	4.63948
12.1333	-8.5731
18.6239	0.752702
14.1635	-15.9921
11.2575	3.27439
20.6651	6.96098
19.0281	4.24987
7.28822	0.821168
16.0275	11.7013
12.7164	26.3759
15.235	-7.24997
11.9538	13.5282
13.2921	15.5384
7.80566	11.6315
15.9539	13.1943
21.5603	9.89128
16.6012	3.66089
10.4252	0.592056
14.4596	3.40886
13.7198	3.48181
12.3145	14.0637
2.1338	10.2972
17.0838	1.65111
18.0217	-7.75127
15.64	28.1361
21.9559	12.7516
15.0938	17.0557
7.6949	18.7031
17.9651	8.90992
10.6224	7.90368
6.07198	8.87581
11.8508	0.519848
22.8257	18.7115
5.45787	13.8905
8.16761	13.6458
9.4159	-10.4073
8.215	1.50558
15.102	25.38
8.4549	4.83247
9.63205	19.0197
10.9177	-5.08116
11.9371	-3.16695
17.6144	-16.1722
0.10156	7.10462
10.9962	27.979
9.23668	11.0152
7.33892	-3.07178
13.0376	5.72609
10.4363	2.03434
0.275603	8.31472
9.78833	-4.2324
9.41958	-1.74211
16.5169	16.5898
9.6357	-3.37111
9.42994	5.92639
14.951	0.43801
17.5	12.8819
13.4344	3.93176
-1.52571	17.1813
11.9446	-10.159
12.7657	5.69214
3.87632	-2.54762
10.1856	16.391
6.89013	-9.25334
6.40827	-4.21788
6.11654	-6.52511
16.2187	12.0158
8.08379	-4.18249
17.0928	10.5945
14.2411	2.25337
8.12361	-1.30181
8.50075	10.1826
10.1718	14.0326
6.37006	10.2638
8.23325	6.64219
10.3887	-5.44851
11.3569	-2.15948
1.68759	17.5376
6.01014	-13.7052
8.04286	17.0546
6.00087	-11.9029
17.2078	5.3505
2.53718	15.9428
7.78674	3.01972
5.67011	11.7567
9.15812	20.0559
6.25673	18.8581
6.87822	3.74946
5.25607	13.9317
11.3546	15.6185
13.2216	23.2339
14.9624	21.7205
5.6203	10.9588
4.16249	7.57095
10.9607	4.6822
5.06973	6.41799
15.6667	22.5912
24.2669	7.64453
2.60785	5.39609
5.37879	-2.831
21.1297	12.4762
9.73221	8.61795
11.8182	-8.34019
11.8727	14.2899
4.22255	5.50624
12.3463	1.88832
2.92078	23.1302
14.4644	2.54001
10.1358	3.35411
6.53944	-4.88851
18.8551	9.37051
9.12442	-6.28249
22.5609	14.315
-0.101016	2.88255
12.0575	13.8235
15.5275	34.686
5.75862	19.1199
7.42833	6.58686
-1.10218	-0.639465
7.89987	3.82353
5.99484	-17.9545
4.43787	10.5972
16.4287	0.394832
12.8292	13.9233
